GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X1_002999	scaffold_22:233448-234404	-	290	hypothetical protein													
X1_003000	scaffold_22:234731-236640	-	557	hypothetical protein		ENOG41											
X1_003001	scaffold_22:237813-238080	+	88	hypothetical protein		ENOG41											
X1_003002	scaffold_22:238699-242703	-	941	hypothetical protein		ENOG41											
X1_003003	scaffold_22:243112-245175	+	666	hypothetical protein													
X1_003004	scaffold_22:245445-246843	-	465	hypothetical protein		ENOG41											
X1_003005	scaffold_22:247280-249006	-	406	hypothetical protein		ENOG41											
X1_003006	scaffold_22:249758-251249	+	496	Aromatic/aminoadipate aminotransferase 1													
X1_003007	scaffold_22:251905-252877	-	323	hypothetical protein		ENOG41											
X1_003008	scaffold_22:254254-256139	-	572	hypothetical protein													
X1_003009	scaffold_22:256980-257739	-	252	hypothetical protein		ENOG41											
X1_003010	scaffold_22:258501-258936	+	144	hypothetical protein													
X1_003011	scaffold_22:259350-259824	-	157	hypothetical protein													
X1_003012	scaffold_22:260228-263893	-	1205	hypothetical protein		ENOG41											
X1_003013	scaffold_22:264953-265409	+	151	hypothetical protein		ENOG41											
X1_003014	scaffold_22:265753-266548	-	264	hypothetical protein													
X1_003015	scaffold_22:267083-267782	+	199	hypothetical protein		ENOG41											
X1_003016	scaffold_22:267956-269474	-	198	hypothetical protein		ENOG41											
X1_003017	scaffold_22:269637-271831	+	506	hypothetical protein													
X1_003018	scaffold_22:272107-273192	-	342	hypothetical protein		ENOG41											
X1_003019	scaffold_22:273795-275644	+	559	hypothetical protein													
X1_003020	scaffold_22:276245-279569	-	1107	hypothetical protein		ENOG41											
X1_003021	scaffold_22:280303-281177	-	231	hypothetical protein		ENOG41											
X1_003022	scaffold_22:282063-283773	+	569	hypothetical protein		ENOG41											
X1_003023	scaffold_22:284480-285989	-	502	hypothetical protein													
X1_003024	scaffold_22:286456-287188	+	243	hypothetical protein													
X1_003025	scaffold_22:287495-288712	-	346	hypothetical protein		ENOG41											
X1_003026	scaffold_22:293863-303239	-	1506	hypothetical protein													
X1_003027	scaffold_22:303822-304948	-	359	hypothetical protein													
X1_003028	scaffold_22:309155-312527	+	1064	transcription elongation factor spt5													
X1_003029	scaffold_22:313380-315753	+	716	hypothetical protein													
X1_003030	scaffold_22:316860-321757	-	1571	hypothetical protein													
X1_003031	scaffold_22:321983-322650	+	183	hypothetical protein													
X1_003032	scaffold_22:323099-324915	-	573	hypothetical protein		ENOG41											
X1_003033	scaffold_22:328681-329470	+	262	hypothetical protein													
X1_003034	scaffold_22:329731-331437	-	531	serine/threonine protein phosphatase Pzh1													
X1_003035	scaffold_22:336743-338282	+	512	hypothetical protein													
X1_003036	scaffold_22:339113-343001	+	1295	hypothetical protein		ENOG41											
X1_003037	scaffold_22:343480-345604	+	596	hypothetical protein													
X1_003038	scaffold_22:346047-346657	-	139	COPII-coated vesicle protein													
X1_003039	scaffold_22:347377-348148	+	232	hypothetical protein													
X1_003040	scaffold_22:348405-348924	-	172	hypothetical protein													
X1_003041	scaffold_22:350013-354150	+	1185	hypothetical protein													
X1_003042	scaffold_22:355883-356834	-	316	hypothetical protein		ENOG41											
X1_003043	scaffold_22:357412-359387	+	547	hypothetical protein													
X1_003044	scaffold_22:359857-361536	+	520	hypothetical protein		ENOG41											
X1_003045	scaffold_22:362193-362898	+	234	hypothetical protein													
X1_003046	scaffold_22:363175-368807	-	1825	hypothetical protein													
X1_003047	scaffold_22:369441-373700	-	1383	hypothetical protein													
X1_003048	scaffold_22:374428-375092	-	151	hypothetical protein		ENOG41											
X1_003049	scaffold_22:376465-378247	-	593	hypothetical protein													
X1_003050	scaffold_22:378709-379881	+	370	homoisocitrate dehydrogenase													
X1_003051	scaffold_22:380239-381573	-	428	hypothetical protein		ENOG41											
X1_003052	scaffold_22:382500-384062	-	483	hypothetical protein		ENOG41											
X1_003053	scaffold_22:385144-387199	+	684	hypothetical protein		ENOG41											
X1_003054	scaffold_22:387782-390135	-	655	GTPase required for pre-60S ribosomal subunit nuclear export and maturation													
X1_003055	scaffold_22:391221-392349	+	323	hypothetical protein		ENOG41											
X1_003056	scaffold_22:397316-398540	+	337	hypothetical protein													
X1_003057	scaffold_22:399606-400539	-	236	hypothetical protein		ENOG41											
X1_003058	scaffold_22:403888-407100	+	1052	hypothetical protein		ENOG41											
X1_003059	scaffold_22:408074-409364	+	354	hypothetical protein		ENOG41											
X1_003060	scaffold_22:410967-411355	-	110	hypothetical protein													
X1_003061	scaffold_22:412590-412905	+	87	hypothetical protein													
X1_003062	scaffold_22:414193-417400	-	645	hypothetical protein		ENOG41											
X1_003063	scaffold_22:418900-419563	-	220	hypothetical protein													
X1_003064	scaffold_22:420109-420634	-	174	hypothetical protein													
X1_003065	scaffold_22:422353-423295	-	313	hypothetical protein													
X1_003066	scaffold_22:424592-425783	+	396	hypothetical protein													
X1_003067	scaffold_22:442152-442545	+	130	hypothetical protein													
X1_003068	scaffold_22:484968-485229	-	86	hypothetical protein													
X1_003069	scaffold_22:487132-491624	-	1172	hypothetical protein													
X1_003070	scaffold_22:494774-497619	-	801	hypothetical protein		ENOG41											
X1_003071	scaffold_22:500140-501900	-	499	kynurenine 3-monooxygenase, mitochondrial precursor													
X1_003072	scaffold_22:502107-503482	+	394	hypothetical protein													
X1_003073	scaffold_22:505873-507676	-	581	hypothetical protein		ENOG41											
X1_003074	scaffold_22:508374-509445	+	231	hypothetical protein													
X1_003075	scaffold_22:512429-516005	+	1129	hypothetical protein		ENOG41											
X1_003076	scaffold_22:516660-517563	+	300	hypothetical protein													
X1_003077	scaffold_22:519692-520160	-	155	hypothetical protein													
X1_003078	scaffold_22:521185-522374	-	361	hypothetical protein													
X1_003079	scaffold_22:523932-524758	-	192	hypothetical protein		ENOG41											
X1_003080	scaffold_22:525050-525776	+	241	hypothetical protein													
X1_003081	scaffold_22:526842-530437	-	781	hypothetical protein		ENOG41											
X1_003082	scaffold_22:532114-534147	-	631	hypothetical protein													
X1_003083	scaffold_22:535513-537712	+	638	hypothetical protein													
X1_003084	scaffold_22:537912-539082	-	368	hypothetical protein		ENOG41											
X1_003085	scaffold_22:540277-542879	+	755	hypothetical protein		ENOG41											
X1_003086	scaffold_22:544389-547514	+	1023	hypothetical protein													
X1_003087	scaffold_22:547886-555451	-	2444	hypothetical protein													
X1_003088	scaffold_22:556338-560618	+	1388	hypothetical protein		ENOG41											
X1_003089	scaffold_22:561151-561877	+	241	hypothetical protein													
X1_003090	scaffold_22:563468-563975	+	150	hypothetical protein													
X1_003092	scaffold_22:566567-568711	-	553	hypothetical protein		ENOG41											
X1_003093	scaffold_22:569658-572692	+	952	hypothetical protein		ENOG41											
X1_003094	scaffold_22:573869-577236	+	686	hypothetical protein		ENOG41											
X1_003095	scaffold_22:577449-579124	-	432	hypothetical protein													
X1_003097	scaffold_22:580897-581582	+	206	hypothetical protein													
X1_003098	scaffold_22:582580-584083	+	500	hypothetical protein		ENOG41											
X1_003099	scaffold_22:584551-584872	+	106	hypothetical protein													
X1_003100	scaffold_22:587046-588048	+	333	hypothetical protein		ENOG41											
X1_003101	scaffold_22:589935-591517	-	466	hypothetical protein													
X1_003102	scaffold_22:593007-594126	+	290	hypothetical protein		ENOG41											
X1_003103	scaffold_22:594419-595352	-	310	hypothetical protein		ENOG41											
X1_003104	scaffold_22:595444-596886	+	462	hypothetical protein													
X1_003105	scaffold_22:597067-598195	-	375	hypothetical protein		ENOG41											
X1_003106	scaffold_22:598608-599059	+	129	hypothetical protein		ENOG41											
X1_003107	scaffold_22:600809-605810	+	1124	hypothetical protein													
X1_003108	scaffold_22:606409-607177	-	198	hypothetical protein		ENOG41											
X1_003109	scaffold_22:607580-608443	-	261	hypothetical protein		ENOG41											
X1_003110	scaffold_22:609188-612113	+	799	hypothetical protein		ENOG41											
X1_003111	scaffold_22:614432-615308	+	291	hypothetical protein													
X1_003112	scaffold_22:616199-617555	-	333	hypothetical protein													
X1_003113	scaffold_22:619041-620094	+	350	hypothetical protein													
X1_003114	scaffold_22:620544-622017	+	490	hypothetical protein													
X1_003115	scaffold_22:622778-624056	+	408	hypothetical protein													
X1_003116	scaffold_22:626718-627795	+	358	hypothetical protein		ENOG41											
X1_003117	scaffold_22:627935-629915	-	486	hypothetical protein		ENOG41											
X1_003118	scaffold_22:630481-633704	+	1026	Mitochondrial presequence protease													
X1_003119	scaffold_23:411-1452	+	295	hypothetical protein													
X1_003120	scaffold_23:169743-171113	+	436	hypothetical protein													
X1_003121	scaffold_23:189577-192486	+	836	Urease													
X1_003122	scaffold_23:193125-195778	-	750	hypothetical protein		ENOG41											
X1_003123	scaffold_23:196111-198745	+	405	hypothetical protein		ENOG41											
X1_003124	scaffold_23:199140-200169	-	304	hypothetical protein		ENOG41											
X1_003125	scaffold_23:200801-201647	+	259	hypothetical protein													
X1_003126	scaffold_23:202151-203707	-	483	hypothetical protein		ENOG41											
X1_003127	scaffold_23:203757-208832	+	1327	hypothetical protein													
X1_003128	scaffold_23:210340-211911	+	417	hypothetical protein													
X1_003129	scaffold_23:212279-213896	-	538	hypothetical protein		ENOG41											
X1_003130	scaffold_23:214784-216338	+	517	hypothetical protein													
X1_003131	scaffold_23:216907-218140	-	372	hypothetical protein													
X1_003132	scaffold_23:218928-219618	+	229	hypothetical protein													
X1_003133	scaffold_23:221015-222781	+	526	hypothetical protein		ENOG41											
X1_003134	scaffold_23:223820-224561	+	246	hypothetical protein													
X1_003135	scaffold_23:225893-230797	-	1109	hypothetical protein													
X1_003136	scaffold_23:232940-237131	+	956	hypothetical protein													
X1_003137	scaffold_23:237499-238810	+	400	hypothetical protein		ENOG41											
X1_003138	scaffold_23:239491-240710	-	353	hypothetical protein		ENOG41											
X1_003139	scaffold_23:243195-244446	+	302	hypothetical protein		ENOG41											
X1_003140	scaffold_23:245832-248314	+	756	hypothetical protein		ENOG41											
X1_003141	scaffold_23:248783-250927	-	614	hypothetical protein		ENOG41											
X1_003142	scaffold_23:251733-254022	+	702	hypothetical protein													
X1_003143	scaffold_23:254529-260725	-	1443	hypothetical protein													
X1_003144	scaffold_23:262600-264326	-	520	hypothetical protein													
X1_003145	scaffold_23:264914-266335	+	438	hypothetical protein		ENOG41											
X1_003146	scaffold_23:266917-270268	+	1067	hypothetical protein		ENOG41											
X1_003147	scaffold_23:270594-272470	-	603	hypothetical protein													
X1_003148	scaffold_23:272903-274858	+	605	hypothetical protein													
X1_003149	scaffold_23:281989-283560	-	434	hypothetical protein		ENOG41											
X1_003150	scaffold_23:285432-286506	-	357	hypothetical protein		ENOG41											
X1_003151	scaffold_23:287717-288849	-	338	hypothetical protein		ENOG41											
X1_003152	scaffold_23:290594-293437	+	785	hypothetical protein													
X1_003153	scaffold_23:294043-302080	+	2308	hypothetical protein		ENOG41											
X1_003154	scaffold_23:302754-305347	-	732	hypothetical protein		ENOG41											
X1_003155	scaffold_23:306059-307196	-	361	hypothetical protein		ENOG41											
X1_003156	scaffold_23:308441-310967	+	765	hypothetical protein		ENOG41											
X1_003157	scaffold_23:312151-314898	+	822	hypothetical protein													
X1_003158	scaffold_23:315209-316536	-	425	hypothetical protein													
X1_003159	scaffold_23:316903-318085	+	208	hypothetical protein		ENOG41											
X1_003160	scaffold_23:318419-320184	+	557	hypothetical protein		ENOG41											
X1_003161	scaffold_23:320599-329258	-	1941	hypothetical protein													
X1_003162	scaffold_23:330061-332348	+	724	hypothetical protein		ENOG41											
X1_003163	scaffold_23:332864-338552	+	1460	hypothetical protein		ENOG41											
X1_003164	scaffold_23:338587-340906	-	772	hypothetical protein													
X1_003165	scaffold_23:341999-343060	-	327	hypothetical protein													
X1_003166	scaffold_23:346380-348150	+	453	hypothetical protein		ENOG41											
X1_003167	scaffold_23:352514-352967	+	150	hypothetical protein													
X1_003168	scaffold_23:355816-356632	+	271	hypothetical protein													
X1_003169	scaffold_23:357607-358423	+	228	hypothetical protein													
X1_003171	scaffold_23:360980-362339	+	368	hypothetical protein													
X1_003172	scaffold_23:363091-363892	+	266	hypothetical protein													
X1_003173	scaffold_23:365141-366562	-	413	hypothetical protein		ENOG41											
X1_003174	scaffold_23:366999-369636	+	878	hypothetical protein		ENOG41											
X1_003175	scaffold_23:369969-370289	-	88	protein transporter tim10													
X1_003176	scaffold_23:370777-372618	+	558	hypothetical protein													
X1_003177	scaffold_23:372641-373600	-	300	hypothetical protein													
X1_003178	scaffold_23:374000-375299	+	432	hypothetical protein		ENOG41											
X1_003179	scaffold_23:376639-377620	+	326	hypothetical protein		ENOG41											
X1_003180	scaffold_23:378709-380601	-	483	hypothetical protein		ENOG41											
X1_003181	scaffold_23:381116-381422	+	101	hypothetical protein													
X1_003182	scaffold_23:381518-381825	+	85	60S ribosomal protein L20A													
X1_003183	scaffold_23:383740-384888	+	341	NAD(P)H-dependent D-xylose reductase (XR)													
X1_003184	scaffold_23:387668-388468	-	247	hypothetical protein		ENOG41											
X1_003185	scaffold_23:395142-397434	-	763	hypothetical protein													
X1_003186	scaffold_23:423721-425080	+	452	hypothetical protein		ENOG41											
X1_003187	scaffold_23:426176-429472	+	1066	hypothetical protein													
X1_003188	scaffold_23:430161-432324	+	494	hypothetical protein		ENOG41											
X1_003189	scaffold_23:432560-435863	-	1059	hypothetical protein		ENOG41											
X1_003190	scaffold_23:437521-439133	-	518	hypothetical protein													
X1_003191	scaffold_23:439694-440875	-	373	N-terminal acetyltransferase A complex catalytic subunit ard1													
X1_003192	scaffold_23:441493-442996	-	500	hypothetical protein		ENOG41											
X1_003193	scaffold_23:445048-447064	-	612	hypothetical protein													
X1_003194	scaffold_23:451767-454282	-	765	hypothetical protein													
X1_003195	scaffold_23:456470-464137	+	2223	hypothetical protein		ENOG41											
X1_003196	scaffold_23:464882-465278	-	131	hypothetical protein													
X1_003197	scaffold_23:466489-469059	+	818	hypothetical protein													
X1_003198	scaffold_23:470183-474763	-	896	hypothetical protein		ENOG41											
X1_003199	scaffold_23:475355-477404	-	622	hypothetical protein		ENOG41											
X1_003200	scaffold_23:480289-481756	-	488	hypothetical protein		ENOG41											
X1_003201	scaffold_23:482469-487204	-	1156	hypothetical protein													
X1_003202	scaffold_23:487601-488514	-	283	hypothetical protein													
X1_003203	scaffold_23:488739-489310	+	167	hypothetical protein		ENOG41											
X1_003204	scaffold_23:490116-493402	-	1076	hypothetical protein		ENOG41											
X1_003205	scaffold_23:495714-496457	-	228	hypothetical protein		ENOG41											
X1_003206	scaffold_23:496704-498248	+	497	hypothetical protein													
X1_003207	scaffold_23:498451-498733	-	93	hypothetical protein													
X1_003208	scaffold_23:503535-506016	+	658	hypothetical protein		ENOG41											
X1_003209	scaffold_23:507944-508751	+	268	hypothetical protein													
X1_003210	scaffold_23:509279-510476	-	398	hypothetical protein													
X1_003211	scaffold_23:510654-511799	+	355	NADH-cytochrome b5 reductase													
X1_003212	scaffold_23:516232-517320	+	280	hypothetical protein		ENOG41											
X1_003213	scaffold_23:518951-521720	-	894	hypothetical protein		ENOG41											
X1_003214	scaffold_23:524299-528614	-	641	hypothetical protein													
X1_003215	scaffold_23:532108-533538	-	182	hypothetical protein													
X1_003216	scaffold_23:534427-536711	+	486	hypothetical protein		ENOG41											
X1_003217	scaffold_23:539059-543829	-	1487	hypothetical protein		ENOG41											
X1_003218	scaffold_23:546776-570720	+	7921	hypothetical protein		ENOG41											
X1_003219	scaffold_23:573326-577387	+	1117	hypothetical protein		ENOG41											
X1_003220	scaffold_23:579104-581371	-	553	hypothetical protein		ENOG41											
X1_003221	scaffold_23:582523-583373	+	244	hypothetical protein		ENOG41											
X1_003222	scaffold_23:584972-586840	+	556	hypothetical protein		ENOG41											
X1_003223	scaffold_23:590472-591788	+	423	hypothetical protein		ENOG41											
X1_003224	scaffold_23:592573-594531	-	458	hypothetical protein													
X1_003225	scaffold_23:595281-596576	+	281	hypothetical protein													
X1_003226	scaffold_23:597663-598393	+	221	hypothetical protein		ENOG41											
X1_003227	scaffold_23:600498-604935	+	605	hypothetical protein		ENOG41											
X1_003228	scaffold_23:606028-607965	+	518	hypothetical protein		ENOG41											
X1_003229	scaffold_23:608832-611212	-	715	hypothetical protein		ENOG41											
X1_003230	scaffold_23:612590-613381	+	225	hypothetical protein													
X1_003231	scaffold_24:14397-21929	+	1504	hypothetical protein		ENOG41											
X1_003232	scaffold_24:54200-57301	+	999	bck1-like resistance to osmotic shock		ENOG41											
X1_003233	scaffold_24:58008-59276	-	319	hypothetical protein		ENOG41											
X1_003234	scaffold_24:60802-63277	-	772	hypothetical protein													
X1_003235	scaffold_24:63570-64962	-	463	hypothetical protein													
X1_003236	scaffold_24:65534-68810	+	945	hypothetical protein													
X1_003237	scaffold_24:69058-70433	-	440	hypothetical protein		ENOG41											
X1_003238	scaffold_24:70736-71283	+	124	H(+)-transporting V1 sector ATPase subunit F													
X1_003239	scaffold_24:71645-72274	-	166	hypothetical protein		ENOG41											
X1_003240	scaffold_24:74044-76945	+	966	hypothetical protein													
X1_003241	scaffold_24:77548-80724	-	973	hypothetical protein													
X1_003242	scaffold_24:81089-81487	+	94	mRNA splicing protein sme1													
X1_003243	scaffold_24:81586-82198	-	184	hypothetical protein													
X1_003244	scaffold_24:82738-83723	+	273	hypothetical protein		ENOG41											
X1_003245	scaffold_24:85039-87341	-	693	hypothetical protein													
X1_003246	scaffold_24:90088-93520	-	947	hypothetical protein													
X1_003247	scaffold_24:94307-96470	-	635	hypothetical protein													
X1_003248	scaffold_24:96872-98719	+	579	hypothetical protein													
X1_003249	scaffold_24:99229-101749	-	761	hypothetical protein		ENOG41											
X1_003250	scaffold_24:102027-104257	+	684	hypothetical protein													
X1_003251	scaffold_24:104810-106038	+	311	hypothetical protein		ENOG41											
X1_003252	scaffold_24:108110-110043	+	569	hypothetical protein		ENOG41											
X1_003253	scaffold_24:110660-111706	+	308	translation initiation factor eIF3 subunit g													
X1_003254	scaffold_24:112228-114515	-	716	hypothetical protein													
X1_003255	scaffold_24:115678-116387	+	199	hypothetical protein													
X1_003256	scaffold_24:122241-125039	+	735	hypothetical protein													
X1_003257	scaffold_24:126323-132377	+	1447	hypothetical protein		ENOG41											
X1_003258	scaffold_24:132656-138681	-	1533	hypothetical protein													
X1_003259	scaffold_24:139123-139851	+	221	hypothetical protein													
X1_003260	scaffold_24:140022-141196	-	335	hypothetical protein		ENOG41											
X1_003261	scaffold_24:141451-142756	+	389	galactose-1-phosphate uridyl transferase													
X1_003262	scaffold_24:142833-143950	-	351	hypothetical protein													
X1_003263	scaffold_24:144260-144715	+	133	hypothetical protein		ENOG41											
X1_003264	scaffold_24:144924-146071	-	316	hypothetical protein													
X1_003265	scaffold_24:146983-148142	-	343	ribosomal RNA assembly protein krr1													
X1_003266	scaffold_24:149078-150713	-	394	hypothetical protein		ENOG41											
X1_003267	scaffold_24:153736-156799	-	961	hypothetical protein													
X1_003268	scaffold_24:157178-157484	+	80	hypothetical protein													
X1_003269	scaffold_24:157576-158190	+	168	proteasome component pup2													
X1_003270	scaffold_24:158691-162164	-	1099	hypothetical protein		ENOG41											
X1_003271	scaffold_24:163916-164956	-	273	hypothetical protein		ENOG41											
X1_003272	scaffold_24:166113-167424	+	414	hypothetical protein													
X1_003273	scaffold_24:167651-172898	+	1401	hypothetical protein													
X1_003274	scaffold_24:173617-174595	+	325	hypothetical protein		ENOG41											
X1_003275	scaffold_24:174837-182007	-	2311	Acetyl-CoA carboxylase													
X1_003276	scaffold_24:183463-185385	-	574	hypothetical protein		ENOG41											
X1_003277	scaffold_24:185883-187506	-	515	hypothetical protein													
X1_003278	scaffold_24:187772-189467	+	564	hypothetical protein													
X1_003279	scaffold_24:190525-192283	+	585	hypothetical protein		ENOG41											
X1_003280	scaffold_24:193285-194143	+	285	hypothetical protein													
X1_003281	scaffold_24:194650-196397	-	526	hypothetical protein													
X1_003282	scaffold_24:196931-199595	-	739	hypothetical protein													
X1_003283	scaffold_24:200171-201349	-	311	hypothetical protein													
X1_003284	scaffold_24:201669-203060	-	398	hypothetical protein		ENOG41											
X1_003285	scaffold_24:203524-207010	+	1067	hypothetical protein		ENOG41											
X1_003286	scaffold_24:208361-209752	-	424	hypothetical protein		ENOG41											
X1_003287	scaffold_24:213540-214863	-	405	hypothetical protein													
X1_003288	scaffold_24:216159-217221	+	353	hypothetical protein		ENOG41											
X1_003289	scaffold_24:217592-218936	-	447	hypothetical protein		ENOG41											
X1_003290	scaffold_24:219841-220709	+	271	hypothetical protein													
X1_003291	scaffold_24:220986-221706	+	239	hypothetical protein													
X1_003292	scaffold_24:222152-224278	+	653	hypothetical protein													
X1_003293	scaffold_24:224462-224916	-	97	hypothetical protein													
X1_003294	scaffold_24:227767-228991	+	407	hypothetical protein													
X1_003295	scaffold_24:229773-230640	-	288	hypothetical protein		ENOG41											
X1_003296	scaffold_24:231264-233957	-	718	hypothetical protein		ENOG41											
X1_003297	scaffold_24:235298-236123	-	274	hypothetical protein													
X1_003298	scaffold_24:236344-236920	-	191	hypothetical protein													
X1_003299	scaffold_24:238923-240435	+	374	hypothetical protein		ENOG41											
X1_003300	scaffold_24:240893-243064	-	363	hypothetical protein													
X1_003301	scaffold_24:243968-245846	+	450	hypothetical protein													
X1_003302	scaffold_24:246787-248353	+	417	hypothetical protein		ENOG41											
X1_003303	scaffold_24:249148-250276	-	355	hypothetical protein													
X1_003304	scaffold_24:251994-259589	+	1268	hypothetical protein													
X1_003305	scaffold_24:261201-264364	+	898	hypothetical protein													
X1_003306	scaffold_24:268299-269078	+	242	hypothetical protein													
X1_003307	scaffold_24:270239-270858	-	187	hypothetical protein													
X1_003308	scaffold_24:271404-274774	-	646	hypothetical protein		ENOG41											
X1_003309	scaffold_24:275167-276937	-	553	hypothetical protein		ENOG41											
X1_003310	scaffold_24:278272-284486	-	910	hypothetical protein													
X1_003311	scaffold_24:284787-286269	-	475	hypothetical protein													
X1_003312	scaffold_24:286551-291585	+	1245	hypothetical protein		ENOG41											
X1_003313	scaffold_24:291744-292349	-	175	hypothetical protein													
X1_003314	scaffold_24:293058-294897	-	573	hypothetical protein													
X1_003315	scaffold_24:297941-298484	-	180	hypothetical protein													
X1_003316	scaffold_24:299974-301147	-	373	hypothetical protein													
X1_003317	scaffold_24:302383-302929	-	181	hypothetical protein													
X1_003318	scaffold_24:303473-305297	-	540	hypothetical protein													
X1_003319	scaffold_24:305759-307043	-	388	hypothetical protein													
X1_003320	scaffold_24:307692-308724	-	287	hypothetical protein		ENOG41											
X1_003321	scaffold_24:310393-311086	-	230	hypothetical protein													
X1_003322	scaffold_24:311374-313118	+	489	hypothetical protein													
X1_003323	scaffold_24:313555-315502	-	611	hypothetical protein													
X1_003324	scaffold_24:318422-319727	+	377	hypothetical protein		ENOG41											
X1_003325	scaffold_24:319848-320950	-	294	hypothetical protein													
X1_003326	scaffold_24:322247-326897	+	1435	ATP-dependent Lon protease pim1													
X1_003327	scaffold_24:332082-334539	+	818	hypothetical protein		ENOG41											
X1_003328	scaffold_24:335761-336792	+	246	hypothetical protein		ENOG41											
X1_003329	scaffold_24:338157-339677	-	287	hypothetical protein													
X1_003330	scaffold_24:340614-347693	+	1463	hypothetical protein													
X1_003331	scaffold_24:348004-348630	-	189	hypothetical protein													
X1_003332	scaffold_24:349452-351404	+	603	hypothetical protein		ENOG41											
X1_003333	scaffold_24:351754-355194	-	279	hypothetical protein													
X1_003334	scaffold_24:355903-356827	-	307	hypothetical protein													
X1_003335	scaffold_24:358025-358625	+	199	hypothetical protein		ENOG41											
X1_003336	scaffold_24:359436-361291	-	602	hypothetical protein													
X1_003337	scaffold_24:362203-363178	-	324	hypothetical protein		ENOG41											
X1_003338	scaffold_24:363899-365237	+	374	hypothetical protein		ENOG41											
X1_003339	scaffold_24:368194-369346	+	383	hypothetical protein													
X1_003340	scaffold_24:372413-373985	+	481	stearoyl-CoA 9-desaturase													
X1_003341	scaffold_24:375503-376739	-	411	hypothetical protein													
X1_003342	scaffold_24:377867-378258	+	111	hypothetical protein		ENOG41											
X1_003343	scaffold_24:378952-379652	+	214	hypothetical protein													
X1_003344	scaffold_24:390664-393639	+	821	hypothetical protein		ENOG41											
X1_003345	scaffold_24:394348-394816	+	155	hypothetical protein													
X1_003346	scaffold_24:395918-399478	+	944	hypothetical protein													
X1_003347	scaffold_24:401252-402288	-	324	hypothetical protein													
X1_003348	scaffold_24:403945-404371	+	141	hypothetical protein													
X1_003349	scaffold_24:406483-407551	+	286	hypothetical protein		ENOG41											
X1_003350	scaffold_24:408881-412851	-	750	hypothetical protein		ENOG41											
X1_003351	scaffold_24:414489-416636	-	402	hypothetical protein		ENOG41											
X1_003352	scaffold_24:417397-418390	-	330	hypothetical protein		ENOG41											
X1_003353	scaffold_24:419362-420319	+	298	hypothetical protein													
X1_003354	scaffold_24:430402-430924	+	173	hypothetical protein													
X1_003355	scaffold_24:433816-434492	+	178	hypothetical protein													
X1_003356	scaffold_24:443472-445522	+	533	hypothetical protein													
X1_003357	scaffold_24:447502-448372	-	221	hypothetical protein													
X1_003358	scaffold_24:457336-458147	-	229	hypothetical protein													
X1_003359	scaffold_24:463983-465290	-	318	hypothetical protein													
X1_003360	scaffold_24:467088-469035	+	648	hypothetical protein		ENOG41											
X1_003361	scaffold_24:469547-469863	+	78	hypothetical protein													
X1_003362	scaffold_24:472369-475186	-	938	hypothetical protein		ENOG41											
X1_003363	scaffold_24:475773-476935	+	309	hypothetical protein													
X1_003364	scaffold_24:477671-478319	-	215	hypothetical protein													
X1_003365	scaffold_24:480987-482457	-	469	hypothetical protein													
X1_003366	scaffold_24:482619-484310	-	526	hypothetical protein		ENOG41											
X1_003367	scaffold_24:484342-485846	+	422	hypothetical protein		ENOG41											
X1_003368	scaffold_24:486231-488930	-	689	hypothetical protein		ENOG41											
X1_003369	scaffold_24:489987-492881	-	661	hypothetical protein													
X1_003370	scaffold_24:493359-495858	+	736	hypothetical protein													
X1_003371	scaffold_24:497589-499267	-	542	hypothetical protein		ENOG41											
X1_003372	scaffold_24:500531-503027	-	831	hypothetical protein													
X1_003373	scaffold_24:504664-508626	+	796	hypothetical protein		ENOG41											
X1_003374	scaffold_24:510567-512982	-	755	hypothetical protein		ENOG41											
X1_003375	scaffold_24:514449-514932	+	160	hypothetical protein		ENOG41											
X1_003376	scaffold_24:515211-516019	-	139	SCF ubiquitin ligase complex subunit cdc4		ENOG41											
X1_003377	scaffold_24:516318-518391	+	690	hypothetical protein		ENOG41											
X1_003378	scaffold_24:522374-523213	-	239	DNA replication protein psf2													
X1_003379	scaffold_24:523524-524691	+	277	hypothetical protein													
X1_003380	scaffold_24:525108-526008	-	263	hypothetical protein													
X1_003381	scaffold_24:526487-529095	-	776	hypothetical protein		ENOG41											
X1_003382	scaffold_24:529342-532375	+	742	hypothetical protein		ENOG41											
X1_003383	scaffold_24:532927-535015	+	622	hypothetical protein													
X1_003384	scaffold_24:539701-541636	+	644	hypothetical protein													
X1_003385	scaffold_24:541667-545937	+	864	hypothetical protein													
X1_003386	scaffold_24:546399-547419	+	257	hypothetical protein													
X1_003387	scaffold_24:547873-549007	+	377	hypothetical protein													
X1_003388	scaffold_24:549302-550789	+	426	hypothetical protein													
X1_003389	scaffold_24:553001-555452	-	796	multidrug-resistance transporte													
X1_003390	scaffold_24:556279-557152	-	149	hypothetical protein													
X1_003391	scaffold_24:557526-558747	+	370	hypothetical protein													
X1_003392	scaffold_24:558878-560275	-	374	hypothetical protein													
X1_003393	scaffold_24:560734-562627	+	586	hypothetical protein		ENOG41											
X1_003394	scaffold_24:566146-567591	-	464	hypothetical protein		ENOG41											
X1_003395	scaffold_24:568346-569393	+	348	hypothetical protein		ENOG41											
